Climate scenario,With CO2 yield fertilization,Data source,Point estimate,95 percent CI,Region,Nutrient,Unit per capita,Year,Value
RCP4p5,no,Loladze,,lower,Burundi,protein,g,2050,67.21
RCP4p5,no,Loladze,,lower,Burundi,iron,mg,2050,23.34
RCP4p5,no,Loladze,,lower,Burundi,zinc,mg,2050,10.93
RCP4p5,no,Loladze,,lower,Benin,protein,g,2050,79.08
RCP4p5,no,Loladze,,lower,Benin,iron,mg,2050,24.31
RCP4p5,no,Loladze,,lower,Benin,zinc,mg,2050,12.86
RCP4p5,no,Loladze,,lower,Burkina Faso,protein,g,2050,111.30
RCP4p5,no,Loladze,,lower,Burkina Faso,iron,mg,2050,40.32
RCP4p5,no,Loladze,,lower,Burkina Faso,zinc,mg,2050,20.75
RCP4p5,no,Loladze,,lower,Bangladesh,protein,g,2050,75.82
RCP4p5,no,Loladze,,lower,Bangladesh,iron,mg,2050,16.99
RCP4p5,no,Loladze,,lower,Bangladesh,zinc,mg,2050,8.38
RCP4p5,no,Loladze,,lower,Bulgaria,protein,g,2050,117.50
RCP4p5,no,Loladze,,lower,Bulgaria,iron,mg,2050,23.50
RCP4p5,no,Loladze,,lower,Bulgaria,zinc,mg,2050,19.17
RCP4p5,no,Loladze,,lower,Belarus,protein,g,2050,122.63
RCP4p5,no,Loladze,,lower,Belarus,iron,mg,2050,21.57
RCP4p5,no,Loladze,,lower,Belarus,zinc,mg,2050,18.22
RCP4p5,no,Loladze,,lower,Baltic States,protein,g,2050,129.82
RCP4p5,no,Loladze,,lower,Baltic States,iron,mg,2050,22.30
RCP4p5,no,Loladze,,lower,Baltic States,zinc,mg,2050,18.91
RCP4p5,no,Loladze,,lower,Belgium-Luxembourg,protein,g,2050,120.29
RCP4p5,no,Loladze,,lower,Belgium-Luxembourg,iron,mg,2050,22.10
RCP4p5,no,Loladze,,lower,Belgium-Luxembourg,zinc,mg,2050,18.62
RCP4p5,no,Loladze,,lower,Belize,protein,g,2050,95.03
RCP4p5,no,Loladze,,lower,Belize,iron,mg,2050,20.92
RCP4p5,no,Loladze,,lower,Belize,zinc,mg,2050,14.78
RCP4p5,no,Loladze,,lower,Bolivia,protein,g,2050,96.71
RCP4p5,no,Loladze,,lower,Bolivia,iron,mg,2050,20.78
RCP4p5,no,Loladze,,lower,Bolivia,zinc,mg,2050,16.92
RCP4p5,no,Loladze,,lower,Brazil,protein,g,2050,124.60
RCP4p5,no,Loladze,,lower,Brazil,iron,mg,2050,23.04
RCP4p5,no,Loladze,,lower,Brazil,zinc,mg,2050,19.51
RCP4p5,no,Loladze,,lower,Bhutan,protein,g,2050,92.55
RCP4p5,no,Loladze,,lower,Bhutan,iron,mg,2050,27.84
RCP4p5,no,Loladze,,lower,Bhutan,zinc,mg,2050,17.20
RCP4p5,no,Loladze,,lower,Botswana,protein,g,2050,77.71
RCP4p5,no,Loladze,,lower,Botswana,iron,mg,2050,26.65
RCP4p5,no,Loladze,,lower,Botswana,zinc,mg,2050,11.56
RCP4p5,no,Loladze,,lower,Central African Rep.,protein,g,2050,86.43
RCP4p5,no,Loladze,,lower,Central African Rep.,iron,mg,2050,25.58
RCP4p5,no,Loladze,,lower,Central African Rep.,zinc,mg,2050,15.19
RCP4p5,no,Loladze,,lower,Canada,protein,g,2050,135.55
RCP4p5,no,Loladze,,lower,Canada,iron,mg,2050,24.77
RCP4p5,no,Loladze,,lower,Canada,zinc,mg,2050,21.00
RCP4p5,no,Loladze,,lower,Chile,protein,g,2050,119.42
RCP4p5,no,Loladze,,lower,Chile,iron,mg,2050,25.95
RCP4p5,no,Loladze,,lower,Chile,zinc,mg,2050,20.80
RCP4p5,no,Loladze,,lower,China,protein,g,2050,146.11
RCP4p5,no,Loladze,,lower,China,iron,mg,2050,38.09
RCP4p5,no,Loladze,,lower,China,zinc,mg,2050,22.46
RCP4p5,no,Loladze,,lower,Switzerland,protein,g,2050,115.66
RCP4p5,no,Loladze,,lower,Switzerland,iron,mg,2050,19.59
RCP4p5,no,Loladze,,lower,Switzerland,zinc,mg,2050,18.12
RCP4p5,no,Loladze,,lower,Ivory Coast,protein,g,2050,61.66
RCP4p5,no,Loladze,,lower,Ivory Coast,iron,mg,2050,23.42
RCP4p5,no,Loladze,,lower,Ivory Coast,zinc,mg,2050,10.90
RCP4p5,no,Loladze,,lower,Cameroon,protein,g,2050,72.85
RCP4p5,no,Loladze,,lower,Cameroon,iron,mg,2050,24.78
RCP4p5,no,Loladze,,lower,Cameroon,zinc,mg,2050,12.46
RCP4p5,no,Loladze,,lower,DRC,protein,g,2050,30.68
RCP4p5,no,Loladze,,lower,DRC,iron,mg,2050,9.15
RCP4p5,no,Loladze,,lower,DRC,zinc,mg,2050,4.50
RCP4p5,no,Loladze,,lower,Congo,protein,g,2050,72.09
RCP4p5,no,Loladze,,lower,Congo,iron,mg,2050,20.51
RCP4p5,no,Loladze,,lower,Congo,zinc,mg,2050,9.88
RCP4p5,no,Loladze,,lower,Colombia,protein,g,2050,80.12
RCP4p5,no,Loladze,,lower,Colombia,iron,mg,2050,16.55
RCP4p5,no,Loladze,,lower,Colombia,zinc,mg,2050,13.11
RCP4p5,no,Loladze,,lower,Other Caribbean,protein,g,2050,112.21
RCP4p5,no,Loladze,,lower,Other Caribbean,iron,mg,2050,22.04
RCP4p5,no,Loladze,,lower,Other Caribbean,zinc,mg,2050,16.42
RCP4p5,no,Loladze,,lower,Costa Rica,protein,g,2050,93.17
RCP4p5,no,Loladze,,lower,Costa Rica,iron,mg,2050,18.17
RCP4p5,no,Loladze,,lower,Costa Rica,zinc,mg,2050,14.23
RCP4p5,no,Loladze,,lower,Cuba,protein,g,2050,94.83
RCP4p5,no,Loladze,,lower,Cuba,iron,mg,2050,25.47
RCP4p5,no,Loladze,,lower,Cuba,zinc,mg,2050,15.47
RCP4p5,no,Loladze,,lower,Cyprus,protein,g,2050,91.83
RCP4p5,no,Loladze,,lower,Cyprus,iron,mg,2050,16.09
RCP4p5,no,Loladze,,lower,Cyprus,zinc,mg,2050,13.46
RCP4p5,no,Loladze,,lower,Czech Republic,protein,g,2050,128.48
RCP4p5,no,Loladze,,lower,Czech Republic,iron,mg,2050,23.39
RCP4p5,no,Loladze,,lower,Czech Republic,zinc,mg,2050,19.49
RCP4p5,no,Loladze,,lower,Germany,protein,g,2050,116.77
RCP4p5,no,Loladze,,lower,Germany,iron,mg,2050,19.58
RCP4p5,no,Loladze,,lower,Germany,zinc,mg,2050,17.97
RCP4p5,no,Loladze,,lower,Djibouti,protein,g,2050,76.36
RCP4p5,no,Loladze,,lower,Djibouti,iron,mg,2050,19.51
RCP4p5,no,Loladze,,lower,Djibouti,zinc,mg,2050,12.27
RCP4p5,no,Loladze,,lower,Denmark,protein,g,2050,145.50
RCP4p5,no,Loladze,,lower,Denmark,iron,mg,2050,24.74
RCP4p5,no,Loladze,,lower,Denmark,zinc,mg,2050,22.40
RCP4p5,no,Loladze,,lower,Dominican Republic,protein,g,2050,78.70
RCP4p5,no,Loladze,,lower,Dominican Republic,iron,mg,2050,15.53
RCP4p5,no,Loladze,,lower,Dominican Republic,zinc,mg,2050,11.38
RCP4p5,no,Loladze,,lower,Middle East & North Africa,protein,g,2050,115.33
RCP4p5,no,Loladze,,lower,Middle East & North Africa,iron,mg,2050,26.78
RCP4p5,no,Loladze,,lower,Middle East & North Africa,zinc,mg,2050,19.28
RCP4p5,no,Loladze,,lower,Algeria,protein,g,2050,113.97
RCP4p5,no,Loladze,,lower,Algeria,iron,mg,2050,28.25
RCP4p5,no,Loladze,,lower,Algeria,zinc,mg,2050,20.82
RCP4p5,no,Loladze,,lower,Ecuador,protein,g,2050,85.66
RCP4p5,no,Loladze,,lower,Ecuador,iron,mg,2050,16.24
RCP4p5,no,Loladze,,lower,Ecuador,zinc,mg,2050,13.43
RCP4p5,no,Loladze,,lower,Egypt,protein,g,2050,131.17
RCP4p5,no,Loladze,,lower,Egypt,iron,mg,2050,29.79
RCP4p5,no,Loladze,,lower,Egypt,zinc,mg,2050,21.25
RCP4p5,no,Loladze,,lower,Eritrea,protein,g,2050,59.28
RCP4p5,no,Loladze,,lower,Eritrea,iron,mg,2050,29.59
RCP4p5,no,Loladze,,lower,Eritrea,zinc,mg,2050,10.07
RCP4p5,no,Loladze,,lower,Ethiopia,protein,g,2050,84.42
RCP4p5,no,Loladze,,lower,Ethiopia,iron,mg,2050,73.49
RCP4p5,no,Loladze,,lower,Ethiopia,zinc,mg,2050,16.15
RCP4p5,no,Loladze,,lower,Fiji,protein,g,2050,127.11
RCP4p5,no,Loladze,,lower,Fiji,iron,mg,2050,30.04
RCP4p5,no,Loladze,,lower,Fiji,zinc,mg,2050,22.23
RCP4p5,no,Loladze,,lower,Finland,protein,g,2050,124.63
RCP4p5,no,Loladze,,lower,Finland,iron,mg,2050,18.60
RCP4p5,no,Loladze,,lower,Finland,zinc,mg,2050,18.38
RCP4p5,no,Loladze,,lower,France,protein,g,2050,128.99
RCP4p5,no,Loladze,,lower,France,iron,mg,2050,22.47
RCP4p5,no,Loladze,,lower,France,zinc,mg,2050,20.05
RCP4p5,no,Loladze,,lower,Gabon,protein,g,2050,87.71
RCP4p5,no,Loladze,,lower,Gabon,iron,mg,2050,22.98
RCP4p5,no,Loladze,,lower,Gabon,zinc,mg,2050,11.58
RCP4p5,no,Loladze,,lower,Georgia,protein,g,2050,129.47
RCP4p5,no,Loladze,,lower,Georgia,iron,mg,2050,27.33
RCP4p5,no,Loladze,,lower,Georgia,zinc,mg,2050,22.81
RCP4p5,no,Loladze,,lower,Ghana,protein,g,2050,75.06
RCP4p5,no,Loladze,,lower,Ghana,iron,mg,2050,24.70
RCP4p5,no,Loladze,,lower,Ghana,zinc,mg,2050,11.49
RCP4p5,no,Loladze,,lower,Guinea,protein,g,2050,77.70
RCP4p5,no,Loladze,,lower,Guinea,iron,mg,2050,42.03
RCP4p5,no,Loladze,,lower,Guinea,zinc,mg,2050,13.47
RCP4p5,no,Loladze,,lower,Gambia,protein,g,2050,72.38
RCP4p5,no,Loladze,,lower,Gambia,iron,mg,2050,27.15
RCP4p5,no,Loladze,,lower,Gambia,zinc,mg,2050,12.40
RCP4p5,no,Loladze,,lower,Guinea-Bissau,protein,g,2050,64.23
RCP4p5,no,Loladze,,lower,Guinea-Bissau,iron,mg,2050,24.56
RCP4p5,no,Loladze,,lower,Guinea-Bissau,zinc,mg,2050,11.44
RCP4p5,no,Loladze,,lower,Equatorial Guinea,protein,g,2050,37.02
RCP4p5,no,Loladze,,lower,Equatorial Guinea,iron,mg,2050,14.22
RCP4p5,no,Loladze,,lower,Equatorial Guinea,zinc,mg,2050,5.92
RCP4p5,no,Loladze,,lower,Greece,protein,g,2050,147.57
RCP4p5,no,Loladze,,lower,Greece,iron,mg,2050,29.79
RCP4p5,no,Loladze,,lower,Greece,zinc,mg,2050,24.12
RCP4p5,no,Loladze,,lower,Guyanas,protein,g,2050,67.46
RCP4p5,no,Loladze,,lower,Guyanas,iron,mg,2050,14.54
RCP4p5,no,Loladze,,lower,Guyanas,zinc,mg,2050,11.42
RCP4p5,no,Loladze,,lower,Guatemala,protein,g,2050,82.41
RCP4p5,no,Loladze,,lower,Guatemala,iron,mg,2050,19.82
RCP4p5,no,Loladze,,lower,Guatemala,zinc,mg,2050,13.30
RCP4p5,no,Loladze,,lower,Honduras,protein,g,2050,85.10
RCP4p5,no,Loladze,,lower,Honduras,iron,mg,2050,18.81
RCP4p5,no,Loladze,,lower,Honduras,zinc,mg,2050,13.10
RCP4p5,no,Loladze,,lower,Croatia,protein,g,2050,105.15
RCP4p5,no,Loladze,,lower,Croatia,iron,mg,2050,19.42
RCP4p5,no,Loladze,,lower,Croatia,zinc,mg,2050,16.49
RCP4p5,no,Loladze,,lower,Haiti,protein,g,2050,54.77
RCP4p5,no,Loladze,,lower,Haiti,iron,mg,2050,14.30
RCP4p5,no,Loladze,,lower,Haiti,zinc,mg,2050,9.42
RCP4p5,no,Loladze,,lower,Hungary,protein,g,2050,124.26
RCP4p5,no,Loladze,,lower,Hungary,iron,mg,2050,22.99
RCP4p5,no,Loladze,,lower,Hungary,zinc,mg,2050,18.11
RCP4p5,no,Loladze,,lower,Indonesia,protein,g,2050,97.84
RCP4p5,no,Loladze,,lower,Indonesia,iron,mg,2050,21.32
RCP4p5,no,Loladze,,lower,Indonesia,zinc,mg,2050,13.26
RCP4p5,no,Loladze,,lower,India,protein,g,2050,89.86
RCP4p5,no,Loladze,,lower,India,iron,mg,2050,26.34
RCP4p5,no,Loladze,,lower,India,zinc,mg,2050,11.60
RCP4p5,no,Loladze,,lower,Ireland,protein,g,2050,137.24
RCP4p5,no,Loladze,,lower,Ireland,iron,mg,2050,23.03
RCP4p5,no,Loladze,,lower,Ireland,zinc,mg,2050,21.38
RCP4p5,no,Loladze,,lower,Iran,protein,g,2050,112.05
RCP4p5,no,Loladze,,lower,Iran,iron,mg,2050,26.68
RCP4p5,no,Loladze,,lower,Iran,zinc,mg,2050,18.82
RCP4p5,no,Loladze,,lower,Iraq,protein,g,2050,68.57
RCP4p5,no,Loladze,,lower,Iraq,iron,mg,2050,18.24
RCP4p5,no,Loladze,,lower,Iraq,zinc,mg,2050,12.97
RCP4p5,no,Loladze,,lower,Iceland,protein,g,2050,114.03
RCP4p5,no,Loladze,,lower,Iceland,iron,mg,2050,18.74
RCP4p5,no,Loladze,,lower,Iceland,zinc,mg,2050,17.67
RCP4p5,no,Loladze,,lower,Israel,protein,g,2050,170.97
RCP4p5,no,Loladze,,lower,Israel,iron,mg,2050,33.59
RCP4p5,no,Loladze,,lower,Israel,zinc,mg,2050,26.13
RCP4p5,no,Loladze,,lower,Italy,protein,g,2050,142.66
RCP4p5,no,Loladze,,lower,Italy,iron,mg,2050,26.01
RCP4p5,no,Loladze,,lower,Italy,zinc,mg,2050,23.24
RCP4p5,no,Loladze,,lower,Jamaica,protein,g,2050,110.83
RCP4p5,no,Loladze,,lower,Jamaica,iron,mg,2050,21.66
RCP4p5,no,Loladze,,lower,Jamaica,zinc,mg,2050,15.48
RCP4p5,no,Loladze,,lower,Jordan,protein,g,2050,115.79
RCP4p5,no,Loladze,,lower,Jordan,iron,mg,2050,25.34
RCP4p5,no,Loladze,,lower,Jordan,zinc,mg,2050,18.97
RCP4p5,no,Loladze,,lower,Japan,protein,g,2050,111.64
RCP4p5,no,Loladze,,lower,Japan,iron,mg,2050,23.80
RCP4p5,no,Loladze,,lower,Japan,zinc,mg,2050,14.93
RCP4p5,no,Loladze,,lower,Kazakhstan,protein,g,2050,146.21
RCP4p5,no,Loladze,,lower,Kazakhstan,iron,mg,2050,29.82
RCP4p5,no,Loladze,,lower,Kazakhstan,zinc,mg,2050,25.06
RCP4p5,no,Loladze,,lower,Kenya,protein,g,2050,77.88
RCP4p5,no,Loladze,,lower,Kenya,iron,mg,2050,22.02
RCP4p5,no,Loladze,,lower,Kenya,zinc,mg,2050,12.45
RCP4p5,no,Loladze,,lower,Kyrgyzstan,protein,g,2050,123.82
RCP4p5,no,Loladze,,lower,Kyrgyzstan,iron,mg,2050,27.07
RCP4p5,no,Loladze,,lower,Kyrgyzstan,zinc,mg,2050,22.72
RCP4p5,no,Loladze,,lower,Cambodia,protein,g,2050,67.32
RCP4p5,no,Loladze,,lower,Cambodia,iron,mg,2050,13.56
RCP4p5,no,Loladze,,lower,Cambodia,zinc,mg,2050,7.78
RCP4p5,no,Loladze,,lower,South Korea,protein,g,2050,121.50
RCP4p5,no,Loladze,,lower,South Korea,iron,mg,2050,30.17
RCP4p5,no,Loladze,,lower,South Korea,zinc,mg,2050,18.87
RCP4p5,no,Loladze,,lower,Laos,protein,g,2050,77.93
RCP4p5,no,Loladze,,lower,Laos,iron,mg,2050,16.16
RCP4p5,no,Loladze,,lower,Laos,zinc,mg,2050,8.99
RCP4p5,no,Loladze,,lower,Lebanon,protein,g,2050,133.60
RCP4p5,no,Loladze,,lower,Lebanon,iron,mg,2050,29.08
RCP4p5,no,Loladze,,lower,Lebanon,zinc,mg,2050,22.39
RCP4p5,no,Loladze,,lower,Liberia,protein,g,2050,62.35
RCP4p5,no,Loladze,,lower,Liberia,iron,mg,2050,18.07
RCP4p5,no,Loladze,,lower,Liberia,zinc,mg,2050,9.11
RCP4p5,no,Loladze,,lower,Libya,protein,g,2050,122.66
RCP4p5,no,Loladze,,lower,Libya,iron,mg,2050,30.22
RCP4p5,no,Loladze,,lower,Libya,zinc,mg,2050,21.95
RCP4p5,no,Loladze,,lower,Sri Lanka,protein,g,2050,87.23
RCP4p5,no,Loladze,,lower,Sri Lanka,iron,mg,2050,24.43
RCP4p5,no,Loladze,,lower,Sri Lanka,zinc,mg,2050,16.02
RCP4p5,no,Loladze,,lower,Lesotho,protein,g,2050,86.18
RCP4p5,no,Loladze,,lower,Lesotho,iron,mg,2050,35.84
RCP4p5,no,Loladze,,lower,Lesotho,zinc,mg,2050,14.58
RCP4p5,no,Loladze,,lower,Moldova,protein,g,2050,116.63
RCP4p5,no,Loladze,,lower,Moldova,iron,mg,2050,24.89
RCP4p5,no,Loladze,,lower,Moldova,zinc,mg,2050,19.21
RCP4p5,no,Loladze,,lower,Madagascar,protein,g,2050,58.46
RCP4p5,no,Loladze,,lower,Madagascar,iron,mg,2050,15.52
RCP4p5,no,Loladze,,lower,Madagascar,zinc,mg,2050,9.77
RCP4p5,no,Loladze,,lower,Mexico,protein,g,2050,113.24
RCP4p5,no,Loladze,,lower,Mexico,iron,mg,2050,25.24
RCP4p5,no,Loladze,,lower,Mexico,zinc,mg,2050,17.90
RCP4p5,no,Loladze,,lower,Mali,protein,g,2050,86.38
RCP4p5,no,Loladze,,lower,Mali,iron,mg,2050,31.31
RCP4p5,no,Loladze,,lower,Mali,zinc,mg,2050,15.84
RCP4p5,no,Loladze,,lower,Myanmar,protein,g,2050,185.49
RCP4p5,no,Loladze,,lower,Myanmar,iron,mg,2050,22.59
RCP4p5,no,Loladze,,lower,Myanmar,zinc,mg,2050,13.45
RCP4p5,no,Loladze,,lower,Mongolia,protein,g,2050,154.23
RCP4p5,no,Loladze,,lower,Mongolia,iron,mg,2050,43.89
RCP4p5,no,Loladze,,lower,Mongolia,zinc,mg,2050,35.84
RCP4p5,no,Loladze,,lower,Morocco,protein,g,2050,126.78
RCP4p5,no,Loladze,,lower,Morocco,iron,mg,2050,32.80
RCP4p5,no,Loladze,,lower,Morocco,zinc,mg,2050,23.42
RCP4p5,no,Loladze,,lower,Mozambique,protein,g,2050,64.14
RCP4p5,no,Loladze,,lower,Mozambique,iron,mg,2050,21.38
RCP4p5,no,Loladze,,lower,Mozambique,zinc,mg,2050,10.90
RCP4p5,no,Loladze,,lower,Mauritania,protein,g,2050,104.01
RCP4p5,no,Loladze,,lower,Mauritania,iron,mg,2050,32.01
RCP4p5,no,Loladze,,lower,Mauritania,zinc,mg,2050,15.78
RCP4p5,no,Loladze,,lower,Malawi,protein,g,2050,70.21
RCP4p5,no,Loladze,,lower,Malawi,iron,mg,2050,22.55
RCP4p5,no,Loladze,,lower,Malawi,zinc,mg,2050,11.31
RCP4p5,no,Loladze,,lower,Malaysia,protein,g,2050,125.41
RCP4p5,no,Loladze,,lower,Malaysia,iron,mg,2050,23.71
RCP4p5,no,Loladze,,lower,Malaysia,zinc,mg,2050,17.41
RCP4p5,no,Loladze,,lower,Namibia,protein,g,2050,102.74
RCP4p5,no,Loladze,,lower,Namibia,iron,mg,2050,37.47
RCP4p5,no,Loladze,,lower,Namibia,zinc,mg,2050,15.68
RCP4p5,no,Loladze,,lower,Niger,protein,g,2050,119.69
RCP4p5,no,Loladze,,lower,Niger,iron,mg,2050,47.90
RCP4p5,no,Loladze,,lower,Niger,zinc,mg,2050,24.36
RCP4p5,no,Loladze,,lower,Nigeria,protein,g,2050,84.99
RCP4p5,no,Loladze,,lower,Nigeria,iron,mg,2050,31.45
RCP4p5,no,Loladze,,lower,Nigeria,zinc,mg,2050,15.92
RCP4p5,no,Loladze,,lower,Nicaragua,protein,g,2050,75.41
RCP4p5,no,Loladze,,lower,Nicaragua,iron,mg,2050,16.04
RCP4p5,no,Loladze,,lower,Nicaragua,zinc,mg,2050,11.77
RCP4p5,no,Loladze,,lower,Netherlands,protein,g,2050,119.70
RCP4p5,no,Loladze,,lower,Netherlands,iron,mg,2050,18.79
RCP4p5,no,Loladze,,lower,Netherlands,zinc,mg,2050,17.44
RCP4p5,no,Loladze,,lower,Norway,protein,g,2050,120.84
RCP4p5,no,Loladze,,lower,Norway,iron,mg,2050,20.69
RCP4p5,no,Loladze,,lower,Norway,zinc,mg,2050,18.93
RCP4p5,no,Loladze,,lower,Nepal,protein,g,2050,95.55
RCP4p5,no,Loladze,,lower,Nepal,iron,mg,2050,31.56
RCP4p5,no,Loladze,,lower,Nepal,zinc,mg,2050,18.03
RCP4p5,no,Loladze,,lower,New Zealand,protein,g,2050,124.52
RCP4p5,no,Loladze,,lower,New Zealand,iron,mg,2050,23.49
RCP4p5,no,Loladze,,lower,New Zealand,zinc,mg,2050,19.62
RCP4p5,no,Loladze,,lower,Other Atlantic,protein,g,2050,76.98
RCP4p5,no,Loladze,,lower,Other Atlantic,iron,mg,2050,21.14
RCP4p5,no,Loladze,,lower,Other Atlantic,zinc,mg,2050,10.96
RCP4p5,no,Loladze,,lower,Other Balkans,protein,g,2050,74.46
RCP4p5,no,Loladze,,lower,Other Balkans,iron,mg,2050,16.14
RCP4p5,no,Loladze,,lower,Other Balkans,zinc,mg,2050,12.31
RCP4p5,no,Loladze,,lower,Other Indian Ocean,protein,g,2050,59.76
RCP4p5,no,Loladze,,lower,Other Indian Ocean,iron,mg,2050,15.16
RCP4p5,no,Loladze,,lower,Other Indian Ocean,zinc,mg,2050,8.88
RCP4p5,no,Loladze,,lower,Other Pacific Ocean,protein,g,2050,85.63
RCP4p5,no,Loladze,,lower,Other Pacific Ocean,iron,mg,2050,19.88
RCP4p5,no,Loladze,,lower,Other Pacific Ocean,zinc,mg,2050,13.75
RCP4p5,no,Loladze,,lower,Other Southeast Asia,protein,g,2050,125.61
RCP4p5,no,Loladze,,lower,Other Southeast Asia,iron,mg,2050,22.17
RCP4p5,no,Loladze,,lower,Other Southeast Asia,zinc,mg,2050,16.68
RCP4p5,no,Loladze,,lower,Pakistan,protein,g,2050,82.56
RCP4p5,no,Loladze,,lower,Pakistan,iron,mg,2050,23.04
RCP4p5,no,Loladze,,lower,Pakistan,zinc,mg,2050,13.94
RCP4p5,no,Loladze,,lower,Panama,protein,g,2050,98.60
RCP4p5,no,Loladze,,lower,Panama,iron,mg,2050,17.93
RCP4p5,no,Loladze,,lower,Panama,zinc,mg,2050,15.77
RCP4p5,no,Loladze,,lower,Peru,protein,g,2050,85.06
RCP4p5,no,Loladze,,lower,Peru,iron,mg,2050,21.07
RCP4p5,no,Loladze,,lower,Peru,zinc,mg,2050,13.98
RCP4p5,no,Loladze,,lower,Philippines,protein,g,2050,81.85
RCP4p5,no,Loladze,,lower,Philippines,iron,mg,2050,14.96
RCP4p5,no,Loladze,,lower,Philippines,zinc,mg,2050,9.72
RCP4p5,no,Loladze,,lower,Papua New Guinea,protein,g,2050,52.55
RCP4p5,no,Loladze,,lower,Papua New Guinea,iron,mg,2050,23.70
RCP4p5,no,Loladze,,lower,Papua New Guinea,zinc,mg,2050,9.56
RCP4p5,no,Loladze,,lower,Poland,protein,g,2050,130.23
RCP4p5,no,Loladze,,lower,Poland,iron,mg,2050,24.30
RCP4p5,no,Loladze,,lower,Poland,zinc,mg,2050,19.94
RCP4p5,no,Loladze,,lower,North Korea,protein,g,2050,59.55
RCP4p5,no,Loladze,,lower,North Korea,iron,mg,2050,18.68
RCP4p5,no,Loladze,,lower,North Korea,zinc,mg,2050,10.51
RCP4p5,no,Loladze,,lower,Portugal,protein,g,2050,138.95
RCP4p5,no,Loladze,,lower,Portugal,iron,mg,2050,24.67
RCP4p5,no,Loladze,,lower,Portugal,zinc,mg,2050,20.79
RCP4p5,no,Loladze,,lower,Paraguay,protein,g,2050,92.26
RCP4p5,no,Loladze,,lower,Paraguay,iron,mg,2050,20.58
RCP4p5,no,Loladze,,lower,Paraguay,zinc,mg,2050,14.84
RCP4p5,no,Loladze,,lower,Palestine,protein,g,2050,139.05
RCP4p5,no,Loladze,,lower,Palestine,iron,mg,2050,29.96
RCP4p5,no,Loladze,,lower,Palestine,zinc,mg,2050,22.97
RCP4p5,no,Loladze,,lower,Rest of Arabia,protein,g,2050,124.56
RCP4p5,no,Loladze,,lower,Rest of Arabia,iron,mg,2050,26.82
RCP4p5,no,Loladze,,lower,Rest of Arabia,zinc,mg,2050,20.09
RCP4p5,no,Loladze,,lower,Romania,protein,g,2050,145.34
RCP4p5,no,Loladze,,lower,Romania,iron,mg,2050,28.61
RCP4p5,no,Loladze,,lower,Romania,zinc,mg,2050,23.41
RCP4p5,no,Loladze,,lower,Russia,protein,g,2050,123.75
RCP4p5,no,Loladze,,lower,Russia,iron,mg,2050,24.33
RCP4p5,no,Loladze,,lower,Russia,zinc,mg,2050,19.25
RCP4p5,no,Loladze,,lower,Rwanda,protein,g,2050,78.41
RCP4p5,no,Loladze,,lower,Rwanda,iron,mg,2050,30.45
RCP4p5,no,Loladze,,lower,Rwanda,zinc,mg,2050,12.78
RCP4p5,no,Loladze,,lower,Saudi Arabia,protein,g,2050,96.71
RCP4p5,no,Loladze,,lower,Saudi Arabia,iron,mg,2050,22.40
RCP4p5,no,Loladze,,lower,Saudi Arabia,zinc,mg,2050,15.95
RCP4p5,no,Loladze,,lower,Sudan,protein,g,2050,92.10
RCP4p5,no,Loladze,,lower,Sudan,iron,mg,2050,25.44
RCP4p5,no,Loladze,,lower,Sudan,zinc,mg,2050,15.67
RCP4p5,no,Loladze,,lower,Senegal,protein,g,2050,75.52
RCP4p5,no,Loladze,,lower,Senegal,iron,mg,2050,23.10
RCP4p5,no,Loladze,,lower,Senegal,zinc,mg,2050,12.98
RCP4p5,no,Loladze,,lower,Solomon Islands,protein,g,2050,71.77
RCP4p5,no,Loladze,,lower,Solomon Islands,iron,mg,2050,25.68
RCP4p5,no,Loladze,,lower,Solomon Islands,zinc,mg,2050,12.41
RCP4p5,no,Loladze,,lower,Sierra Leone,protein,g,2050,61.46
RCP4p5,no,Loladze,,lower,Sierra Leone,iron,mg,2050,22.26
RCP4p5,no,Loladze,,lower,Sierra Leone,zinc,mg,2050,8.34
RCP4p5,no,Loladze,,lower,El Salvador,protein,g,2050,85.48
RCP4p5,no,Loladze,,lower,El Salvador,iron,mg,2050,21.66
RCP4p5,no,Loladze,,lower,El Salvador,zinc,mg,2050,13.15
RCP4p5,no,Loladze,,lower,Somalia,protein,g,2050,84.97
RCP4p5,no,Loladze,,lower,Somalia,iron,mg,2050,10.72
RCP4p5,no,Loladze,,lower,Somalia,zinc,mg,2050,13.98
RCP4p5,no,Loladze,,lower,Spain,protein,g,2050,134.24
RCP4p5,no,Loladze,,lower,Spain,iron,mg,2050,22.72
RCP4p5,no,Loladze,,lower,Spain,zinc,mg,2050,19.41
RCP4p5,no,Loladze,,lower,Slovakia,protein,g,2050,107.89
RCP4p5,no,Loladze,,lower,Slovakia,iron,mg,2050,20.48
RCP4p5,no,Loladze,,lower,Slovakia,zinc,mg,2050,16.61
RCP4p5,no,Loladze,,lower,Slovenia,protein,g,2050,132.02
RCP4p5,no,Loladze,,lower,Slovenia,iron,mg,2050,23.62
RCP4p5,no,Loladze,,lower,Slovenia,zinc,mg,2050,20.85
RCP4p5,no,Loladze,,lower,Sweden,protein,g,2050,129.29
RCP4p5,no,Loladze,,lower,Sweden,iron,mg,2050,19.02
RCP4p5,no,Loladze,,lower,Sweden,zinc,mg,2050,19.09
RCP4p5,no,Loladze,,lower,Swaziland,protein,g,2050,92.85
