Climate scenario,With CO2 yield fertilization,Data source,Point estimate,95 percent CI,Region,Nutrient,Unit per capita,Year,Value
RCP4p5,no,Loladze,,upper,Finland,zinc,mg,2050,19.46
RCP4p5,no,Loladze,,upper,France,protein,g,2050,131.23
RCP4p5,no,Loladze,,upper,France,iron,mg,2050,23.07
RCP4p5,no,Loladze,,upper,France,zinc,mg,2050,20.58
RCP4p5,no,Loladze,,upper,Gabon,protein,g,2050,90.03
RCP4p5,no,Loladze,,upper,Gabon,iron,mg,2050,24.66
RCP4p5,no,Loladze,,upper,Gabon,zinc,mg,2050,12.72
RCP4p5,no,Loladze,,upper,Georgia,protein,g,2050,132.86
RCP4p5,no,Loladze,,upper,Georgia,iron,mg,2050,28.21
RCP4p5,no,Loladze,,upper,Georgia,zinc,mg,2050,23.49
RCP4p5,no,Loladze,,upper,Ghana,protein,g,2050,77.49
RCP4p5,no,Loladze,,upper,Ghana,iron,mg,2050,26.81
RCP4p5,no,Loladze,,upper,Ghana,zinc,mg,2050,13.45
RCP4p5,no,Loladze,,upper,Guinea,protein,g,2050,82.10
RCP4p5,no,Loladze,,upper,Guinea,iron,mg,2050,47.27
RCP4p5,no,Loladze,,upper,Guinea,zinc,mg,2050,16.00
RCP4p5,no,Loladze,,upper,Gambia,protein,g,2050,73.36
RCP4p5,no,Loladze,,upper,Gambia,iron,mg,2050,27.83
RCP4p5,no,Loladze,,upper,Gambia,zinc,mg,2050,12.80
RCP4p5,no,Loladze,,upper,Guinea-Bissau,protein,g,2050,65.46
RCP4p5,no,Loladze,,upper,Guinea-Bissau,iron,mg,2050,26.18
RCP4p5,no,Loladze,,upper,Guinea-Bissau,zinc,mg,2050,12.14
RCP4p5,no,Loladze,,upper,Equatorial Guinea,protein,g,2050,38.31
RCP4p5,no,Loladze,,upper,Equatorial Guinea,iron,mg,2050,15.59
RCP4p5,no,Loladze,,upper,Equatorial Guinea,zinc,mg,2050,7.20
RCP4p5,no,Loladze,,upper,Greece,protein,g,2050,151.06
RCP4p5,no,Loladze,,upper,Greece,iron,mg,2050,30.92
RCP4p5,no,Loladze,,upper,Greece,zinc,mg,2050,25.06
RCP4p5,no,Loladze,,upper,Guyanas,protein,g,2050,68.86
RCP4p5,no,Loladze,,upper,Guyanas,iron,mg,2050,15.19
RCP4p5,no,Loladze,,upper,Guyanas,zinc,mg,2050,12.09
RCP4p5,no,Loladze,,upper,Guatemala,protein,g,2050,84.01
RCP4p5,no,Loladze,,upper,Guatemala,iron,mg,2050,20.63
RCP4p5,no,Loladze,,upper,Guatemala,zinc,mg,2050,14.16
RCP4p5,no,Loladze,,upper,Honduras,protein,g,2050,86.55
RCP4p5,no,Loladze,,upper,Honduras,iron,mg,2050,19.60
RCP4p5,no,Loladze,,upper,Honduras,zinc,mg,2050,13.77
RCP4p5,no,Loladze,,upper,Croatia,protein,g,2050,107.67
RCP4p5,no,Loladze,,upper,Croatia,iron,mg,2050,20.10
RCP4p5,no,Loladze,,upper,Croatia,zinc,mg,2050,17.08
RCP4p5,no,Loladze,,upper,Haiti,protein,g,2050,56.32
RCP4p5,no,Loladze,,upper,Haiti,iron,mg,2050,15.27
RCP4p5,no,Loladze,,upper,Haiti,zinc,mg,2050,10.34
RCP4p5,no,Loladze,,upper,Hungary,protein,g,2050,126.95
RCP4p5,no,Loladze,,upper,Hungary,iron,mg,2050,23.74
RCP4p5,no,Loladze,,upper,Hungary,zinc,mg,2050,18.80
RCP4p5,no,Loladze,,upper,Indonesia,protein,g,2050,99.45
RCP4p5,no,Loladze,,upper,Indonesia,iron,mg,2050,22.04
RCP4p5,no,Loladze,,upper,Indonesia,zinc,mg,2050,14.00
RCP4p5,no,Loladze,,upper,India,protein,g,2050,92.18
RCP4p5,no,Loladze,,upper,India,iron,mg,2050,27.10
RCP4p5,no,Loladze,,upper,India,zinc,mg,2050,12.45
RCP4p5,no,Loladze,,upper,Ireland,protein,g,2050,140.35
RCP4p5,no,Loladze,,upper,Ireland,iron,mg,2050,23.85
RCP4p5,no,Loladze,,upper,Ireland,zinc,mg,2050,22.24
RCP4p5,no,Loladze,,upper,Iran,protein,g,2050,115.43
RCP4p5,no,Loladze,,upper,Iran,iron,mg,2050,27.68
RCP4p5,no,Loladze,,upper,Iran,zinc,mg,2050,19.67
RCP4p5,no,Loladze,,upper,Iraq,protein,g,2050,71.18
RCP4p5,no,Loladze,,upper,Iraq,iron,mg,2050,18.93
RCP4p5,no,Loladze,,upper,Iraq,zinc,mg,2050,13.58
RCP4p5,no,Loladze,,upper,Iceland,protein,g,2050,116.15
RCP4p5,no,Loladze,,upper,Iceland,iron,mg,2050,19.34
RCP4p5,no,Loladze,,upper,Iceland,zinc,mg,2050,18.32
RCP4p5,no,Loladze,,upper,Israel,protein,g,2050,174.69
RCP4p5,no,Loladze,,upper,Israel,iron,mg,2050,34.81
RCP4p5,no,Loladze,,upper,Israel,zinc,mg,2050,27.41
RCP4p5,no,Loladze,,upper,Italy,protein,g,2050,145.94
RCP4p5,no,Loladze,,upper,Italy,iron,mg,2050,26.97
RCP4p5,no,Loladze,,upper,Italy,zinc,mg,2050,24.04
RCP4p5,no,Loladze,,upper,Jamaica,protein,g,2050,112.95
RCP4p5,no,Loladze,,upper,Jamaica,iron,mg,2050,22.55
RCP4p5,no,Loladze,,upper,Jamaica,zinc,mg,2050,16.34
RCP4p5,no,Loladze,,upper,Jordan,protein,g,2050,118.97
RCP4p5,no,Loladze,,upper,Jordan,iron,mg,2050,26.38
RCP4p5,no,Loladze,,upper,Jordan,zinc,mg,2050,19.94
RCP4p5,no,Loladze,,upper,Japan,protein,g,2050,113.44
RCP4p5,no,Loladze,,upper,Japan,iron,mg,2050,24.62
RCP4p5,no,Loladze,,upper,Japan,zinc,mg,2050,15.61
RCP4p5,no,Loladze,,upper,Kazakhstan,protein,g,2050,150.09
RCP4p5,no,Loladze,,upper,Kazakhstan,iron,mg,2050,30.74
RCP4p5,no,Loladze,,upper,Kazakhstan,zinc,mg,2050,25.86
RCP4p5,no,Loladze,,upper,Kenya,protein,g,2050,79.70
RCP4p5,no,Loladze,,upper,Kenya,iron,mg,2050,23.04
RCP4p5,no,Loladze,,upper,Kenya,zinc,mg,2050,13.46
RCP4p5,no,Loladze,,upper,Kyrgyzstan,protein,g,2050,127.02
RCP4p5,no,Loladze,,upper,Kyrgyzstan,iron,mg,2050,27.82
RCP4p5,no,Loladze,,upper,Kyrgyzstan,zinc,mg,2050,23.35
RCP4p5,no,Loladze,,upper,Cambodia,protein,g,2050,68.20
RCP4p5,no,Loladze,,upper,Cambodia,iron,mg,2050,14.07
RCP4p5,no,Loladze,,upper,Cambodia,zinc,mg,2050,8.40
RCP4p5,no,Loladze,,upper,South Korea,protein,g,2050,123.60
RCP4p5,no,Loladze,,upper,South Korea,iron,mg,2050,31.04
RCP4p5,no,Loladze,,upper,South Korea,zinc,mg,2050,19.58
RCP4p5,no,Loladze,,upper,Laos,protein,g,2050,78.92
RCP4p5,no,Loladze,,upper,Laos,iron,mg,2050,16.57
RCP4p5,no,Loladze,,upper,Laos,zinc,mg,2050,9.52
RCP4p5,no,Loladze,,upper,Lebanon,protein,g,2050,137.09
RCP4p5,no,Loladze,,upper,Lebanon,iron,mg,2050,30.37
RCP4p5,no,Loladze,,upper,Lebanon,zinc,mg,2050,23.86
RCP4p5,no,Loladze,,upper,Liberia,protein,g,2050,64.03
RCP4p5,no,Loladze,,upper,Liberia,iron,mg,2050,19.37
RCP4p5,no,Loladze,,upper,Liberia,zinc,mg,2050,10.13
RCP4p5,no,Loladze,,upper,Libya,protein,g,2050,126.53
RCP4p5,no,Loladze,,upper,Libya,iron,mg,2050,31.32
RCP4p5,no,Loladze,,upper,Libya,zinc,mg,2050,23.02
RCP4p5,no,Loladze,,upper,Sri Lanka,protein,g,2050,89.64
RCP4p5,no,Loladze,,upper,Sri Lanka,iron,mg,2050,26.09
RCP4p5,no,Loladze,,upper,Sri Lanka,zinc,mg,2050,19.09
RCP4p5,no,Loladze,,upper,Lesotho,protein,g,2050,88.32
RCP4p5,no,Loladze,,upper,Lesotho,iron,mg,2050,38.44
RCP4p5,no,Loladze,,upper,Lesotho,zinc,mg,2050,15.52
RCP4p5,no,Loladze,,upper,Moldova,protein,g,2050,119.92
RCP4p5,no,Loladze,,upper,Moldova,iron,mg,2050,25.71
RCP4p5,no,Loladze,,upper,Moldova,zinc,mg,2050,19.90
RCP4p5,no,Loladze,,upper,Madagascar,protein,g,2050,59.45
RCP4p5,no,Loladze,,upper,Madagascar,iron,mg,2050,16.38
RCP4p5,no,Loladze,,upper,Madagascar,zinc,mg,2050,10.61
RCP4p5,no,Loladze,,upper,Mexico,protein,g,2050,115.32
RCP4p5,no,Loladze,,upper,Mexico,iron,mg,2050,26.38
RCP4p5,no,Loladze,,upper,Mexico,zinc,mg,2050,18.95
RCP4p5,no,Loladze,,upper,Mali,protein,g,2050,87.46
RCP4p5,no,Loladze,,upper,Mali,iron,mg,2050,32.39
RCP4p5,no,Loladze,,upper,Mali,zinc,mg,2050,16.68
RCP4p5,no,Loladze,,upper,Myanmar,protein,g,2050,187.43
RCP4p5,no,Loladze,,upper,Myanmar,iron,mg,2050,23.57
RCP4p5,no,Loladze,,upper,Myanmar,zinc,mg,2050,14.73
RCP4p5,no,Loladze,,upper,Mongolia,protein,g,2050,156.76
RCP4p5,no,Loladze,,upper,Mongolia,iron,mg,2050,44.78
RCP4p5,no,Loladze,,upper,Mongolia,zinc,mg,2050,36.34
RCP4p5,no,Loladze,,upper,Morocco,protein,g,2050,130.49
RCP4p5,no,Loladze,,upper,Morocco,iron,mg,2050,33.85
RCP4p5,no,Loladze,,upper,Morocco,zinc,mg,2050,24.53
RCP4p5,no,Loladze,,upper,Mozambique,protein,g,2050,65.76
RCP4p5,no,Loladze,,upper,Mozambique,iron,mg,2050,22.99
RCP4p5,no,Loladze,,upper,Mozambique,zinc,mg,2050,12.09
RCP4p5,no,Loladze,,upper,Mauritania,protein,g,2050,107.02
RCP4p5,no,Loladze,,upper,Mauritania,iron,mg,2050,33.98
RCP4p5,no,Loladze,,upper,Mauritania,zinc,mg,2050,16.72
RCP4p5,no,Loladze,,upper,Malawi,protein,g,2050,71.96
RCP4p5,no,Loladze,,upper,Malawi,iron,mg,2050,23.56
RCP4p5,no,Loladze,,upper,Malawi,zinc,mg,2050,12.43
RCP4p5,no,Loladze,,upper,Malaysia,protein,g,2050,128.25
RCP4p5,no,Loladze,,upper,Malaysia,iron,mg,2050,24.79
RCP4p5,no,Loladze,,upper,Malaysia,zinc,mg,2050,18.44
RCP4p5,no,Loladze,,upper,Namibia,protein,g,2050,105.60
RCP4p5,no,Loladze,,upper,Namibia,iron,mg,2050,39.95
RCP4p5,no,Loladze,,upper,Namibia,zinc,mg,2050,16.75
RCP4p5,no,Loladze,,upper,Niger,protein,g,2050,121.47
RCP4p5,no,Loladze,,upper,Niger,iron,mg,2050,49.38
RCP4p5,no,Loladze,,upper,Niger,zinc,mg,2050,25.93
RCP4p5,no,Loladze,,upper,Nigeria,protein,g,2050,87.40
RCP4p5,no,Loladze,,upper,Nigeria,iron,mg,2050,33.10
RCP4p5,no,Loladze,,upper,Nigeria,zinc,mg,2050,17.82
RCP4p5,no,Loladze,,upper,Nicaragua,protein,g,2050,77.03
RCP4p5,no,Loladze,,upper,Nicaragua,iron,mg,2050,16.88
RCP4p5,no,Loladze,,upper,Nicaragua,zinc,mg,2050,12.61
RCP4p5,no,Loladze,,upper,Netherlands,protein,g,2050,121.73
RCP4p5,no,Loladze,,upper,Netherlands,iron,mg,2050,19.32
RCP4p5,no,Loladze,,upper,Netherlands,zinc,mg,2050,18.01
RCP4p5,no,Loladze,,upper,Norway,protein,g,2050,123.82
RCP4p5,no,Loladze,,upper,Norway,iron,mg,2050,21.46
RCP4p5,no,Loladze,,upper,Norway,zinc,mg,2050,19.84
RCP4p5,no,Loladze,,upper,Nepal,protein,g,2050,97.49
RCP4p5,no,Loladze,,upper,Nepal,iron,mg,2050,32.65
RCP4p5,no,Loladze,,upper,Nepal,zinc,mg,2050,18.69
RCP4p5,no,Loladze,,upper,New Zealand,protein,g,2050,127.08
RCP4p5,no,Loladze,,upper,New Zealand,iron,mg,2050,24.30
RCP4p5,no,Loladze,,upper,New Zealand,zinc,mg,2050,20.49
RCP4p5,no,Loladze,,upper,Other Atlantic,protein,g,2050,78.75
RCP4p5,no,Loladze,,upper,Other Atlantic,iron,mg,2050,22.63
RCP4p5,no,Loladze,,upper,Other Atlantic,zinc,mg,2050,11.72
RCP4p5,no,Loladze,,upper,Other Balkans,protein,g,2050,76.30
RCP4p5,no,Loladze,,upper,Other Balkans,iron,mg,2050,16.69
RCP4p5,no,Loladze,,upper,Other Balkans,zinc,mg,2050,12.85
RCP4p5,no,Loladze,,upper,Other Indian Ocean,protein,g,2050,61.28
RCP4p5,no,Loladze,,upper,Other Indian Ocean,iron,mg,2050,16.02
RCP4p5,no,Loladze,,upper,Other Indian Ocean,zinc,mg,2050,9.54
RCP4p5,no,Loladze,,upper,Other Pacific Ocean,protein,g,2050,87.45
RCP4p5,no,Loladze,,upper,Other Pacific Ocean,iron,mg,2050,21.16
RCP4p5,no,Loladze,,upper,Other Pacific Ocean,zinc,mg,2050,14.82
RCP4p5,no,Loladze,,upper,Other Southeast Asia,protein,g,2050,127.80
RCP4p5,no,Loladze,,upper,Other Southeast Asia,iron,mg,2050,22.86
RCP4p5,no,Loladze,,upper,Other Southeast Asia,zinc,mg,2050,17.58
RCP4p5,no,Loladze,,upper,Pakistan,protein,g,2050,84.82
RCP4p5,no,Loladze,,upper,Pakistan,iron,mg,2050,23.95
RCP4p5,no,Loladze,,upper,Pakistan,zinc,mg,2050,14.50
RCP4p5,no,Loladze,,upper,Panama,protein,g,2050,100.14
RCP4p5,no,Loladze,,upper,Panama,iron,mg,2050,18.69
RCP4p5,no,Loladze,,upper,Panama,zinc,mg,2050,16.50
RCP4p5,no,Loladze,,upper,Peru,protein,g,2050,87.24
RCP4p5,no,Loladze,,upper,Peru,iron,mg,2050,22.12
RCP4p5,no,Loladze,,upper,Peru,zinc,mg,2050,14.98
RCP4p5,no,Loladze,,upper,Philippines,protein,g,2050,82.94
RCP4p5,no,Loladze,,upper,Philippines,iron,mg,2050,15.46
RCP4p5,no,Loladze,,upper,Philippines,zinc,mg,2050,10.18
RCP4p5,no,Loladze,,upper,Papua New Guinea,protein,g,2050,54.76
RCP4p5,no,Loladze,,upper,Papua New Guinea,iron,mg,2050,26.51
RCP4p5,no,Loladze,,upper,Papua New Guinea,zinc,mg,2050,12.01
RCP4p5,no,Loladze,,upper,Poland,protein,g,2050,134.71
RCP4p5,no,Loladze,,upper,Poland,iron,mg,2050,25.36
RCP4p5,no,Loladze,,upper,Poland,zinc,mg,2050,21.43
RCP4p5,no,Loladze,,upper,North Korea,protein,g,2050,61.14
RCP4p5,no,Loladze,,upper,North Korea,iron,mg,2050,19.34
RCP4p5,no,Loladze,,upper,North Korea,zinc,mg,2050,11.14
RCP4p5,no,Loladze,,upper,Portugal,protein,g,2050,141.76
RCP4p5,no,Loladze,,upper,Portugal,iron,mg,2050,25.41
RCP4p5,no,Loladze,,upper,Portugal,zinc,mg,2050,21.53
RCP4p5,no,Loladze,,upper,Paraguay,protein,g,2050,94.05
RCP4p5,no,Loladze,,upper,Paraguay,iron,mg,2050,21.72
RCP4p5,no,Loladze,,upper,Paraguay,zinc,mg,2050,16.00
RCP4p5,no,Loladze,,upper,Palestine,protein,g,2050,144.16
RCP4p5,no,Loladze,,upper,Palestine,iron,mg,2050,31.39
RCP4p5,no,Loladze,,upper,Palestine,zinc,mg,2050,24.69
RCP4p5,no,Loladze,,upper,Rest of Arabia,protein,g,2050,127.39
RCP4p5,no,Loladze,,upper,Rest of Arabia,iron,mg,2050,27.72
RCP4p5,no,Loladze,,upper,Rest of Arabia,zinc,mg,2050,21.00
RCP4p5,no,Loladze,,upper,Romania,protein,g,2050,148.60
RCP4p5,no,Loladze,,upper,Romania,iron,mg,2050,29.43
RCP4p5,no,Loladze,,upper,Romania,zinc,mg,2050,24.09
RCP4p5,no,Loladze,,upper,Russia,protein,g,2050,127.05
RCP4p5,no,Loladze,,upper,Russia,iron,mg,2050,25.12
RCP4p5,no,Loladze,,upper,Russia,zinc,mg,2050,20.06
RCP4p5,no,Loladze,,upper,Rwanda,protein,g,2050,82.27
RCP4p5,no,Loladze,,upper,Rwanda,iron,mg,2050,33.32
RCP4p5,no,Loladze,,upper,Rwanda,zinc,mg,2050,15.53
RCP4p5,no,Loladze,,upper,Saudi Arabia,protein,g,2050,99.27
RCP4p5,no,Loladze,,upper,Saudi Arabia,iron,mg,2050,23.31
RCP4p5,no,Loladze,,upper,Saudi Arabia,zinc,mg,2050,16.81
RCP4p5,no,Loladze,,upper,Sudan,protein,g,2050,93.65
RCP4p5,no,Loladze,,upper,Sudan,iron,mg,2050,26.47
RCP4p5,no,Loladze,,upper,Sudan,zinc,mg,2050,16.31
RCP4p5,no,Loladze,,upper,Senegal,protein,g,2050,76.60
RCP4p5,no,Loladze,,upper,Senegal,iron,mg,2050,23.70
RCP4p5,no,Loladze,,upper,Senegal,zinc,mg,2050,13.60
RCP4p5,no,Loladze,,upper,Solomon Islands,protein,g,2050,74.77
RCP4p5,no,Loladze,,upper,Solomon Islands,iron,mg,2050,28.57
RCP4p5,no,Loladze,,upper,Solomon Islands,zinc,mg,2050,15.01
RCP4p5,no,Loladze,,upper,Sierra Leone,protein,g,2050,63.38
RCP4p5,no,Loladze,,upper,Sierra Leone,iron,mg,2050,24.14
RCP4p5,no,Loladze,,upper,Sierra Leone,zinc,mg,2050,9.22
RCP4p5,no,Loladze,,upper,El Salvador,protein,g,2050,87.10
RCP4p5,no,Loladze,,upper,El Salvador,iron,mg,2050,22.57
RCP4p5,no,Loladze,,upper,El Salvador,zinc,mg,2050,14.04
RCP4p5,no,Loladze,,upper,Somalia,protein,g,2050,85.54
RCP4p5,no,Loladze,,upper,Somalia,iron,mg,2050,11.07
RCP4p5,no,Loladze,,upper,Somalia,zinc,mg,2050,14.62
RCP4p5,no,Loladze,,upper,Spain,protein,g,2050,136.70
RCP4p5,no,Loladze,,upper,Spain,iron,mg,2050,23.47
RCP4p5,no,Loladze,,upper,Spain,zinc,mg,2050,20.20
RCP4p5,no,Loladze,,upper,Slovakia,protein,g,2050,110.82
RCP4p5,no,Loladze,,upper,Slovakia,iron,mg,2050,21.24
RCP4p5,no,Loladze,,upper,Slovakia,zinc,mg,2050,17.43
RCP4p5,no,Loladze,,upper,Slovenia,protein,g,2050,134.59
RCP4p5,no,Loladze,,upper,Slovenia,iron,mg,2050,24.36
RCP4p5,no,Loladze,,upper,Slovenia,zinc,mg,2050,21.61
RCP4p5,no,Loladze,,upper,Sweden,protein,g,2050,132.01
RCP4p5,no,Loladze,,upper,Sweden,iron,mg,2050,19.74
RCP4p5,no,Loladze,,upper,Sweden,zinc,mg,2050,19.95
RCP4p5,no,Loladze,,upper,Swaziland,protein,g,2050,94.65
RCP4p5,no,Loladze,,upper,Swaziland,iron,mg,2050,26.45
RCP4p5,no,Loladze,,upper,Swaziland,zinc,mg,2050,14.81
RCP4p5,no,Loladze,,upper,Syria,protein,g,2050,127.55
RCP4p5,no,Loladze,,upper,Syria,iron,mg,2050,31.43
RCP4p5,no,Loladze,,upper,Syria,zinc,mg,2050,22.89
RCP4p5,no,Loladze,,upper,Chad,protein,g,2050,94.66
RCP4p5,no,Loladze,,upper,Chad,iron,mg,2050,50.47
RCP4p5,no,Loladze,,upper,Chad,zinc,mg,2050,18.64
RCP4p5,no,Loladze,,upper,Togo,protein,g,2050,76.22
RCP4p5,no,Loladze,,upper,Togo,iron,mg,2050,23.81
RCP4p5,no,Loladze,,upper,Togo,zinc,mg,2050,14.06
RCP4p5,no,Loladze,,upper,Thailand,protein,g,2050,90.60
RCP4p5,no,Loladze,,upper,Thailand,iron,mg,2050,18.48
RCP4p5,no,Loladze,,upper,Thailand,zinc,mg,2050,11.07
RCP4p5,no,Loladze,,upper,Tajikistan,protein,g,2050,99.41
RCP4p5,no,Loladze,,upper,Tajikistan,iron,mg,2050,25.15
RCP4p5,no,Loladze,,upper,Tajikistan,zinc,mg,2050,19.69
RCP4p5,no,Loladze,,upper,Turkmenistan,protein,g,2050,148.97
RCP4p5,no,Loladze,,upper,Turkmenistan,iron,mg,2050,31.06
RCP4p5,no,Loladze,,upper,Turkmenistan,zinc,mg,2050,27.78
RCP4p5,no,Loladze,,upper,Timor L'Este,protein,g,2050,81.64
RCP4p5,no,Loladze,,upper,Timor L'Este,iron,mg,2050,20.80
RCP4p5,no,Loladze,,upper,Timor L'Este,zinc,mg,2050,14.32
RCP4p5,no,Loladze,,upper,Tunisia,protein,g,2050,145.88
RCP4p5,no,Loladze,,upper,Tunisia,iron,mg,2050,36.41
RCP4p5,no,Loladze,,upper,Tunisia,zinc,mg,2050,25.89
RCP4p5,no,Loladze,,upper,Turkey,protein,g,2050,150.17
RCP4p5,no,Loladze,,upper,Turkey,iron,mg,2050,32.44
RCP4p5,no,Loladze,,upper,Turkey,zinc,mg,2050,23.13
RCP4p5,no,Loladze,,upper,Tanzania,protein,g,2050,82.04
RCP4p5,no,Loladze,,upper,Tanzania,iron,mg,2050,25.88
RCP4p5,no,Loladze,,upper,Tanzania,zinc,mg,2050,13.99
RCP4p5,no,Loladze,,upper,Uganda,protein,g,2050,78.37
RCP4p5,no,Loladze,,upper,Uganda,iron,mg,2050,26.34
RCP4p5,no,Loladze,,upper,Uganda,zinc,mg,2050,13.74
RCP4p5,no,Loladze,,upper,UK,protein,g,2050,133.51
RCP4p5,no,Loladze,,upper,UK,iron,mg,2050,24.17
RCP4p5,no,Loladze,,upper,UK,zinc,mg,2050,20.95
RCP4p5,no,Loladze,,upper,Ukraine,protein,g,2050,121.76
RCP4p5,no,Loladze,,upper,Ukraine,iron,mg,2050,23.96
RCP4p5,no,Loladze,,upper,Ukraine,zinc,mg,2050,19.36
RCP4p5,no,Loladze,,upper,Uruguay,protein,g,2050,118.78
RCP4p5,no,Loladze,,upper,Uruguay,iron,mg,2050,26.70
RCP4p5,no,Loladze,,upper,Uruguay,zinc,mg,2050,21.69
RCP4p5,no,Loladze,,upper,USA,protein,g,2050,154.33
RCP4p5,no,Loladze,,upper,USA,iron,mg,2050,24.93
RCP4p5,no,Loladze,,upper,USA,zinc,mg,2050,23.53
RCP4p5,no,Loladze,,upper,Uzbekistan,protein,g,2050,115.77
RCP4p5,no,Loladze,,upper,Uzbekistan,iron,mg,2050,26.51
RCP4p5,no,Loladze,,upper,Uzbekistan,zinc,mg,2050,21.95
RCP4p5,no,Loladze,,upper,Venezuela,protein,g,2050,85.09
RCP4p5,no,Loladze,,upper,Venezuela,iron,mg,2050,18.11
RCP4p5,no,Loladze,,upper,Venezuela,zinc,mg,2050,14.16
RCP4p5,no,Loladze,,upper,Vietnam,protein,g,2050,101.42
RCP4p5,no,Loladze,,upper,Vietnam,iron,mg,2050,17.88
RCP4p5,no,Loladze,,upper,Vietnam,zinc,mg,2050,11.80
RCP4p5,no,Loladze,,upper,Vanuatu,protein,g,2050,105.56
RCP4p5,no,Loladze,,upper,Vanuatu,iron,mg,2050,39.91
RCP4p5,no,Loladze,,upper,Vanuatu,zinc,mg,2050,20.07
RCP4p5,no,Loladze,,upper,Yemen,protein,g,2050,69.75
RCP4p5,no,Loladze,,upper,Yemen,iron,mg,2050,17.06
RCP4p5,no,Loladze,,upper,Yemen,zinc,mg,2050,12.53
RCP4p5,no,Loladze,,upper,South Africa,protein,g,2050,114.32
RCP4p5,no,Loladze,,upper,South Africa,iron,mg,2050,26.46
RCP4p5,no,Loladze,,upper,South Africa,zinc,mg,2050,16.58
RCP4p5,no,Loladze,,upper,Zambia,protein,g,2050,79.75
RCP4p5,no,Loladze,,upper,Zambia,iron,mg,2050,26.16
RCP4p5,no,Loladze,,upper,Zambia,zinc,mg,2050,13.05
RCP4p5,no,Loladze,,upper,Zimbabwe,protein,g,2050,89.57
RCP4p5,no,Loladze,,upper,Zimbabwe,iron,mg,2050,24.59
RCP4p5,no,Loladze,,upper,Zimbabwe,zinc,mg,2050,14.93
RCP4p5,no,Loladze,,lower,North America,protein,g,2050,150.09
RCP4p5,no,Loladze,,lower,North America,iron,mg,2050,24.24
RCP4p5,no,Loladze,,lower,North America,zinc,mg,2050,22.50
RCP4p5,no,Loladze,,lower,Global,protein,g,2050,105.29
RCP4p5,no,Loladze,,lower,Global,iron,mg,2050,26.54
RCP4p5,no,Loladze,,lower,Global,zinc,mg,2050,16.06
RCP4p5,no,Loladze,,lower,South Asia,protein,g,2050,87.22
RCP4p5,no,Loladze,,lower,South Asia,iron,mg,2050,24.77
RCP4p5,no,Loladze,,lower,South Asia,zinc,mg,2050,11.87
RCP4p5,no,Loladze,,lower,Afghanistan,protein,g,2050,74.95
RCP4p5,no,Loladze,,lower,Afghanistan,iron,mg,2050,24.24
RCP4p5,no,Loladze,,lower,Afghanistan,zinc,mg,2050,14.61
RCP4p5,no,Loladze,,lower,Sub-Saharan Africa,protein,g,2050,78.68
RCP4p5,no,Loladze,,lower,Sub-Saharan Africa,iron,mg,2050,30.44
RCP4p5,no,Loladze,,lower,Sub-Saharan Africa,zinc,mg,2050,13.54
RCP4p5,no,Loladze,,lower,Angola,protein,g,2050,70.89
RCP4p5,no,Loladze,,lower,Angola,iron,mg,2050,21.89
RCP4p5,no,Loladze,,lower,Angola,zinc,mg,2050,11.11
RCP4p5,no,Loladze,,lower,Europe,protein,g,2050,127.92
RCP4p5,no,Loladze,,lower,Europe,iron,mg,2050,22.67
RCP4p5,no,Loladze,,lower,Europe,zinc,mg,2050,19.76
RCP4p5,no,Loladze,,lower,Albania,protein,g,2050,131.72
RCP4p5,no,Loladze,,lower,Albania,iron,mg,2050,26.75
RCP4p5,no,Loladze,,lower,Albania,zinc,mg,2050,21.93
RCP4p5,no,Loladze,,lower,Latin America & the Caribbean,protein,g,2050,106.30
RCP4p5,no,Loladze,,lower,Latin America & the Caribbean,iron,mg,2050,21.74
RCP4p5,no,Loladze,,lower,Latin America & the Caribbean,zinc,mg,2050,17.04
RCP4p5,no,Loladze,,lower,Argentina,protein,g,2050,124.70
RCP4p5,no,Loladze,,lower,Argentina,iron,mg,2050,25.05
RCP4p5,no,Loladze,,lower,Argentina,zinc,mg,2050,22.30
RCP4p5,no,Loladze,,lower,Former Soviet Union,protein,g,2050,122.28
RCP4p5,no,Loladze,,lower,Former Soviet Union,iron,mg,2050,25.09
RCP4p5,no,Loladze,,lower,Former Soviet Union,zinc,mg,2050,20.21
RCP4p5,no,Loladze,,lower,Armenia,protein,g,2050,121.44
RCP4p5,no,Loladze,,lower,Armenia,iron,mg,2050,27.72
RCP4p5,no,Loladze,,lower,Armenia,zinc,mg,2050,21.19
RCP4p5,no,Loladze,,lower,East Asia & Pacific,protein,g,2050,127.05
RCP4p5,no,Loladze,,lower,East Asia & Pacific,iron,mg,2050,30.86
RCP4p5,no,Loladze,,lower,East Asia & Pacific,zinc,mg,2050,18.50
RCP4p5,no,Loladze,,lower,Australia,protein,g,2050,132.67
RCP4p5,no,Loladze,,lower,Australia,iron,mg,2050,20.39
RCP4p5,no,Loladze,,lower,Australia,zinc,mg,2050,20.19
RCP4p5,no,Loladze,,lower,Austria,protein,g,2050,129.79
RCP4p5,no,Loladze,,lower,Austria,iron,mg,2050,22.70
RCP4p5,no,Loladze,,lower,Austria,zinc,mg,2050,20.10
RCP4p5,no,Loladze,,lower,Azerbaijan,protein,g,2050,124.03
RCP4p5,no,Loladze,,lower,Azerbaijan,iron,mg,2050,30.30
RCP4p5,no,Loladze,,lower,Azerbaijan,zinc,mg,2050,23.19
